,Unnamed: 0,request,gold_judgment,direct_source,model_pred,reasoning
832,855,Who plays harry in the amazing spider man 2?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific film (""Amazing Spider-Man 2"") and explicitly asks for the actor who plays the character ""Harry,"" which is a well-defined role in that movie. The referent is unambiguous, and no missing components or subjective criteria are involved."
833,1569,"Classify each of the following dishes as either 'Indian', 'Italian', 'Latin American', 'African' or 'Neither' based on their cuisine. Biriyani, Pasta, Dosa, Risotto, Burger, Lasagne, Tajine,  Empanadas, Tacos",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear list of dishes and explicitly asks for their classification into predefined cuisines (Indian, Italian, Latin American, African, or Neither). Each dish has a well-established culinary origin, and the categorization is based on objective, widely recognized culinary traditions. There are no missing components, no ambiguous references, and no subjective preferences involved."
834,1980,"Kimberly told the aunt that she bullied the granddaughter.
Who bullied the granddaughter?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “she” pragmatically refers to Kimberly, the speaker of the statement. The sentence structure indicates that Kimberly is the one who performed the action (bullying) and conveyed it to the aunt. While the pronoun could theoretically refer to the aunt, the context of the sentence (Kimberly telling the aunt) makes it clear that the ""she"" is Kimberly, the subject of the action. The referent is unambiguous, and no missing components or subjective interpretations are involved."
835,887,Who plays young william in a knight's tale?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to the 2010 film *A Knight's Tale* and asks for the actor who portrays the young version of the character William. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The actor is explicitly identified as Johnny Depp in the film."
836,857,Which tribe was allied with the british in the battle of queenston?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific historical event (the Battle of Queenston during the War of 1812) and asks for the factual identity of the Indigenous tribe that allied with the British. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
837,1524,"Classify the below based on whether they are tree or animal.
Deer, Goat, Acacia, Banyan",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly lists four distinct entities (Deer, Goat, Acacia, Banyan) and asks for a binary classification (tree or animal) based on their biological category. The referents are unambiguous, the scope is clear, and no subjective standards or missing components are involved."
838,1568,"Classify these as things you would want to wear for a rainy day or a very hot day: umbrella, ball cap, rain jacket, t-shirt, sunglasses, rain boots, flip-flops",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly defines two distinct weather scenarios (rainy day and very hot day) and asks for a logical classification of the listed items into these categories. Each item can be unambiguously assigned to one of the two scenarios based on its functional purpose. There are no missing components, no ambiguous references, and no subjective preferences required."
839,2272,Who was the screenwriter for the film adaptation of Surfacing by Margaret Atwood?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific literary work (""Surfacing"" by Margaret Atwood) and its known film adaptation, asking for the factual identity of the screenwriter. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
840,2226,Who performed the musical Nuuk?,fully specified,CLAMBER,underspecified,"The request is underspecified because the term ""Nuuk"" is ambiguous. It could refer to the capital of Greenland, a local event or performance in Nuuk, or a musical group or production named ""Nuuk."" Without clarifying the context or specific referent, the question lacks a clear target for identifying performers."
841,1010,Who is the 7th husband in 7 khoon maaf?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific character in the well-known Bollywood film *7 Khoon Maaf* and asks for the identity of the seventh husband, a clearly defined role in the narrative. The referent is unambiguous, and the request does not involve missing components, subjective standards, or multiple perspectives."
842,1182,What was the first national legislature established by the articles of confederation?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-defined historical event — the establishment of the first national legislative body under the Articles of Confederation. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The Congress of the Confederation, established in 1781, is the only legislative body under the Articles of Confederation, making the question fully specified."
843,2302,"What is the total population of Wakefield, England?",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly refers to a specific geographic location (Wakefield, England) and asks for a factual demographic statistic (total population). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. While population data may vary slightly depending on the source or year, the request is grounded in a well-defined, factual query."
844,1333,"Tell me whether the following animals are part of the cat family: ocelot, lion, jackal, caracal, leopard, fox, tiger, lynx.",fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a factual biological classification of a list of animals relative to the cat family (Felidae). The referents are clearly defined, and the request does not involve subjective standards, multiple perspectives, or missing components. The answer can be determined based on established taxonomic knowledge."
845,1343,Give me a list of the five best selling consoles of all time with amount of units sold,fully specified,CLAMBER,fully specified,"This question is fully specified because it requests a factual, ranked list of the five best-selling video game consoles globally, along with their unit sales figures. The referents (consoles) are well-defined, and while sales data may vary slightly between sources, the general consensus on the top five is widely accepted. There are no missing components, no ambiguous references, and no subjective criteria involved."
846,2281,"Who performs the song ""Textures""?",fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific song title (""Textures"") and asks for the performer, which is a well-documented fact. The referent is unambiguous, and while there may be multiple songs with the same name, ""Textures"" is most famously associated with the band The xx. There are no missing components, no ambiguous references, and no subjective criteria involved."
847,1132,Where was top of the lake china girl filmed?,fully specified,CLAMBER,underspecified,"The request is underspecified because the phrase “top of the lake china girl” can refer to multiple parallel referents, such as the Chinese actress who played the role in the TV series Top of the Lake or the actual filming location. Without specifying which is intended, the question remains underspecified."
848,1418,List the 7 most recent US Speakers of the House (newest to oldest).,fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly asks for a factual, historical list of the seven most recent individuals who have served as Speaker of the U.S. House of Representatives, ordered from the most recent to the oldest. The referent is unambiguous, the scope is precise, and no subjective standards or missing components are involved."
849,1671,"Matthew emailed Joshua because he wanted to apologize.
Who wanted to apologize?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to the subject of the sentence, Matthew, who initiated the action of emailing Joshua to express regret. The referent is unambiguous, the causal relationship is clear, and no missing components or subjective interpretations are involved."
850,1924,"Melissa told Jennifer that the father-in-law scared her.
Who did the father-in-law scar?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “her” in the sentence “the father-in-law scared her” pragmatically refers to Melissa, the subject of the sentence who is the one being described as having been scared. The semantic structure of the sentence and the role of the subject make the referent unambiguous. There is no missing component, no ambiguous reference, and no need for subjective interpretation."
851,1234,"Tell me whether each of these are animals or not: Alligator, Grass, Tree, Boat, Dolphin, Shark, Fish, Fence, Dog, Car",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly lists a set of items and asks for a binary classification (animal or not) based on biological categorization. Each item is unambiguously identifiable as an animal, plant, or inanimate object, with no missing components or subjective criteria. The scope is precise, and the referents are well-defined."
852,1191,What is the movie the imitation game about?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-known film, *The Imitation Game*, and asks for a factual summary of its content. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The request is straightforward and does not require additional context or interpretation."
853,1172,The main difference between isotopes of the same element?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a clear, factual scientific distinction between isotopes of the same element. The referent is unambiguous (isotopes), and the scope is precise (differences in nuclear structure). The answer hinges on a well-established scientific principle: isotopes of the same element have the same number of protons but different numbers of neutrons, leading to varying atomic masses. No missing components, ambiguous references, or subjective standards are involved."
854,1336,"List the ten episode titles from the first season of ""Game of Thrones"" in broadcast order.",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly refers to the first season of the well-known TV series ""Game of Thrones"" and requests the exact episode titles in the order they were broadcast. The referent is unambiguous, the scope is precise, and no subjective criteria or missing components are involved."
855,1542,"Write a plan for a road trip to ski resorts in California that are available on the Ikon pass, with stops at three different resorts. The plan should depart and end at San Francisco, include a budget, timeline, and short description of each resort.",fully specified,CLAMBER,underspecified,"The request is underspecified because it lacks details about the user's preferences, such as the number of days for the trip, the budget range, the type of accommodations (e.g., hotels, cabins), and the specific ski resorts they are interested in. Additionally, the timeline and budget are not clearly defined, making the request underspecified."
856,1168,Who plays red queen alice in wonderland 2010?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific film (the 2010 adaptation of *Alice in Wonderland*) and a specific character (the Red Queen), asking for the factual identity of the actress who played her. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
857,1156,The central processing unit cpu is a type of?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a clear, factual classification of the central processing unit (CPU) within the realm of computer hardware. The term ""type of"" is unambiguous, and the referent (CPU) is well-defined. The answer is a standard, widely accepted categorization (e.g., ""processor"" or ""microprocessor""), with no missing components or subjective criteria."
858,1224,"Imagine you are planning a menu for Thanksgiving Dinner. Build out a meal with two main dishes, four side dishes and two desserts. I have an aunt with Celiac disease who is vegetarian, so make sure there are options for vegetarians and people with celiac disease in each course, and explain what my aunt can eat in each part of the meal",fully specified,CLAMBER,underspecified,"The request is underspecified because it lacks details about the user's preferences regarding the type of vegetarian options (e.g., vegan, lacto-ovo), the specific dietary restrictions for Celiac disease (e.g., gluten-free), and the overall meal structure (e.g., traditional vs. modern). Additionally, the user's preferences for the type of dishes (e.g., comfort food, healthier options) are not provided, which affects the meal planning. These factors make the request underspecified."
859,964,Who did congress honor in 2002 for contributing to the invention of the telephone?,fully specified,CLAMBER,underspecified,"The request is underspecified because the term “contributing to the invention of the telephone” is ambiguous. It could refer to Alexander Graham Bell, who is widely recognized as the inventor, or to other individuals who contributed to the development of the telephone technology. Additionally, the question does not specify which Congress is being referred to, as there are multiple legislative bodies in different countries. Both factors make the question underspecified."
860,999,Who won season 2 of america's got talent?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific, well-documented TV show (America's Got Talent) and a specific season (season 2), asking for the factual winner of that season. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
861,1389,Name some of the bravolebrities from Married to Medicine,fully specified,CLAMBER,underspecified,"The request is underspecified because the term “bravolebrities” is not a standard or widely recognized term in the context of *Married to Medicine*. Without clarification on what “bravolebrities” refers to (e.g., specific contestants, roles, or a coined term), the referent remains ambiguous, making the question underspecified."
862,2186,Who is the author of the book titled Floodland?,fully specified,CLAMBER,fully specified,"This question is fully specified because it directly refers to a specific book title (""Floodland"") and asks for the factual author, which is a well-documented literary fact. There are no missing components, no ambiguous references, and no subjective criteria involved."
863,2260,Who starred in the 1996 film adaptation of Sleepers?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific film (the 1996 movie *Sleepers*) and asks for the factual names of the actors who starred in it. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
864,882,Who pays the bride price in india marriage?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a factual, culturally specific practice in Indian marriage — the payment of the bride price (dower) — which is a well-documented tradition. The referent is clear, the scope is precise, and no ambiguous or subjective criteria are involved. While regional variations may exist, the question does not require multiple perspectives or granular interpretations, making it fully specified."
865,1385,"Categorize the days of the week based on their starting alphabet.
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear, concrete list of days and explicitly asks for categorization based on the starting letter of each day's name. The referents are unambiguous, the scope is precise, and the categorization criterion (alphabetical starting letter) is well-defined. There are no missing components, no ambiguous references, and no subjective standards involved."
866,924,On what sea do you find the city of bombay india?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a clear geographical fact: the sea where the city of Bombay (now Mumbai) is located. The referent is unambiguous once the historical name ""Bombay"" is resolved to its modern counterpart, and the answer is well-documented as the Arabian Sea. There are no missing components, no ambiguous references, and no subjective criteria involved."
867,1643,"The sister-in-law told Amanda that she laughed at the client.
Who laughed at the client?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “she” pragmatically refers to Amanda, the person being addressed by the sister-in-law. The sentence structure implies that the sister-in-law is reporting Amanda’s action (laughing) to someone else, making the referent unambiguous. There are no missing components, no ambiguous references, and no subjective interpretations required."
868,985,The speaker of lok sabha in india is elected by whom?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-defined political process in India — the election of the Lok Sabha Speaker by the members of the Lok Sabha. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
869,1183,Who is the rapper that wears a clock?,fully specified,CLAMBER,underspecified,"The request is underspecified because the phrase “wears a clock” is ambiguous and could refer to multiple parallel referents, such as a metaphorical or symbolic gesture, a literal accessory, or a specific cultural reference. Without clarifying the intended meaning or context, the question lacks a unique referent and remains open to interpretation."
870,1660,"The sister-in-law left a note for Amanda because she was seeking feedback.
Who was seeking feedback?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “she” pragmatically refers to the sister-in-law, the subject of the sentence who left the note. The action of seeking feedback is directly tied to the sister-in-law’s intent, as the note was left for Amanda. There is no ambiguity in the referent, no missing components, and no subjective interpretation required."
871,1181,Former world number one tennis player who coached roger federer in 2014?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific historical fact: the former world number one tennis player who coached Roger Federer in 2014. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is factually grounded and does not require multiple perspectives or interpretations."
872,1280,"Classify these dishes into the cuisines that they belong to.
Panipuri, Risotto, Butter Chicken, Lasagna, Naan, Ravioli, Jalebi",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear list of specific dishes and asks for their classification into distinct cuisines. Each dish has a well-established origin, and the request does not require subjective interpretation, multiple perspectives, or missing contextual details. The scope is precise, and the referents are unambiguous."
873,1248,"Classify the sentences below based on the sentiment - neutral, positive, negative, or angry

1. My shirt is red in color
2. I am so mad about losing my Airpods.
3. I am tired of being stuck in traffic every day.
4. I am so stressed and overwhelmed at work.
5. Work is so energizing
6. I love sunsets at the beach.
7. My best vacation place is Rome
8. They sing Fado in Lisbon
9. Somebody's going to get hurt so bad - watch it !
10. I have a meeting at 3pm",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear set of sentences and explicitly asks for their classification into predefined sentiment categories (neutral, positive, negative, or angry). The task is well-defined, with no missing components, no ambiguous references, and no subjective standards required beyond the provided categories. Each sentence can be evaluated based on explicit emotional cues."
874,975,Who is the current active career major league baseball hits leader?,fully specified,CLAMBER,underspecified,"The request is underspecified because the term “active career” can be interpreted from multiple perspectives, such as the current season or the entire career up to a certain point. Additionally, the term “hits leader” is ambiguous in that it could refer to the player with the most career hits or the player with the most hits in the current season. Both factors make the question underspecified."
875,1522,Name all members of The Beatles,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-defined and historically recognized group (The Beatles) and asks for the factual list of its original members. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
876,1763,"The sister-in-law told Amanda that she resented the client.
Who resented the client?",fully specified,CLAMBER,fully specified,"The question is fully specified because the pronoun “she” in the sentence refers to the sister-in-law, who is the subject of the statement. The sentence structure indicates that the sister-in-law is the one who resented the client, as the action of ressentment is attributed to the speaker of the statement (the sister-in-law) rather than the listener (Amanda). There is no ambiguity in the referent, as the grammatical context and semantic role of the pronoun are clear."
877,971,What does dr campbell find in the sugar bowl?,fully specified,CLAMBER,underspecified,"The request is underspecified because the referent “dr campbell” is ambiguous and could refer to multiple parallel individuals, such as a doctor, a researcher, or a fictional character. Without specifying which individual is meant, the question remains underspecified."
878,1163,Who wrote the song how far i'll go from moana?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific song (""How Far I'll Go"") from a well-known film (Moana) and asks for the factual identity of the composer. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
879,2127,"Who is the author of the book titled ""Ascent"" that was published in 2020?",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear, unique referent: the book titled ""Ascent"" published in 2020. While multiple books may share the same title, the combination of the title and publication year unambiguously identifies the author (Sarah Dunant) in this context. There are no missing components, no ambiguous references, and no subjective criteria involved."
880,1129,Where did the saying kill them all let god sort them out?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for the origin of a well-known historical or religious saying, which is a factual and widely documented reference. The phrase ""kill them all, let God sort them out"" is associated with the persecution of Christians under Emperor Nero, as referenced in the Book of Revelation. The referent is clear, and the question does not require subjective interpretation or missing components."
881,1107,When was nanda devi national park added to the unesco's list of world heritage?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific, well-defined location (Nanda Devi National Park) and a clear, standardized list (UNESCO's World Heritage list). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is a specific historical date tied to the park's recognition by UNESCO."
882,1272,"When I ski my legs form an A-frame shape and it doesn't look very nice, how can I fix this?",fully specified,CLAMBER,underspecified,"The request is underspecified because it lacks details about the user's specific skiing technique, the type of skis they are using, or the specific issue with their A-frame shape. Without this information, the advice provided could vary significantly based on the user's individual situation."
883,1868,"The son told Robert that he argued with Brian.
Who argued with Brian?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to the subject of the main clause, which is the son. The sentence structure indicates that the son is the one who argued with Brian, as the act of arguing is directly tied to the subject of the main clause. There is no ambiguity in the referent, no missing components, and no subjective interpretation required."
884,2221,How many seasons does Narcos have in total?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to the well-known TV series ""Narcos"" and asks for a factual, cumulative count of its total seasons. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
885,2244,"Who is the author of the book titled ""Queer"" written by William S. Burroughs?",fully specified,CLAMBER,fully specified,"This question is fully specified because it directly refers to the book titled ""Queer"" and explicitly states that it was written by William S. Burroughs. The referent is unambiguous, and the request is factually clear, even if the question may contain a redundancy or misunderstanding. There are no missing components, no ambiguous references, and no subjective criteria involved."
886,1725,"Matthew told Joshua that he loved the client.
Who loved the client?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” can be pragmatically resolved to Matthew, as the sentence structure indicates that Matthew is the one who expressed the love to the client. The referents are clear, the semantic constraints narrow the interpretation, and no missing components or subjective judgments are needed."
887,1558,"Tell me if the following countries are in Europe or in Africa: Portugal, Italy, Burkina Faso, Rwanda, Germany, Sweden, Spain",fully specified,CLAMBER,fully specified,"This question is fully specified because it requests a clear, factual geographic classification of each listed country (Portugal, Italy, Burkina Faso, Rwanda, Germany, Sweden, Spain) into one of two distinct continents (Europe or Africa). The referents are unambiguous, the scope is precise, and no subjective standards or multiple perspectives are involved."
888,1362,Tell me who are the top 5 leading scorers of all time in the NBA,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a factual, well-documented list of the top 5 players in NBA history based on total points scored. The referent is clear, the scope is precise, and no ambiguous or subjective criteria are involved. The answer is based on established statistical records of NBA career points."
889,1314,Give me 10 different ideas for how to spend a rainy Saturday afternoon,fully specified,CLAMBER,underspecified,"The request is underspecified because it lacks details about the user’s preferences, such as the type of activities (e.g., creative, relaxing, active), the number of people involved, or any specific interests or constraints (e.g., budget, time, space). Without this information, the suggestions could vary widely in content and form."
890,1066,Who has won the america's cup 2017?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific, well-documented event (the 2017 America's Cup) and asks for the factual winner of that year. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
891,1907,"The sister-in-law brought Amanda a gift after she invited her to her birthday party.
Who invited her to her birthday party?",fully specified,CLAMBER,fully specified,"This question is fully specified because the sentence explicitly states that ""the sister-in-law invited her to her birthday party,"" making the referent unambiguous. The pronoun ""she"" clearly refers to the sister-in-law, and ""her"" refers to Amanda. The causal relationship between the invitation and the gift delivery is also clear, with no missing components or ambiguous references."
892,1813,"Kimberly told the aunt that she fooled the granddaughter.
Who fooled the granddaughter?",fully specified,CLAMBER,underspecified,"The request is underspecified because the pronoun “she” has multiple parallel referents (Kimberly or the aunt), creating referential ambiguity that prevents determining who performed the action."
893,1801,"Matthew played Joshua a recording before he started repeating the sounds.
Who started repeating the sounds?",fully specified,CLAMBER,fully specified,"The question is fully specified because the sentence structure clearly indicates that ""he"" refers to Joshua. The phrase ""before he started repeating the sounds"" logically points to Joshua, as Matthew is the one who played the recording, and the action of repeating sounds would be initiated by the recipient (Joshua) after listening to the recording. The referent is unambiguous, and no missing components or subjective interpretations are involved."
894,936,Who wrote good time charlie's got the blues?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific song title (""Good Time Charlie's Got the Blues"") and asks for the factual identity of the writer (composer or lyricist). The referent is unambiguous, and the request does not involve subjective interpretation, multiple perspectives, or missing components."
895,1608,"William told Joshua that he explained to the saleswoman.
Who explained to the saleswoman?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to the subject of the subordinate clause, which is Joshua. The sentence structure indicates that William told Joshua something, and the action of explaining to the saleswoman is attributed to Joshua. There is no ambiguity in the referent, as the logical flow of the sentence resolves the pronoun to Joshua. The referents are clear, and no missing components or subjective interpretations are involved."
896,1633,"The sister-in-law contacted Amanda because she wanted to catch up.
Who wanted to catch up?",fully specified,CLAMBER,fully specified,"This question is fully specified because the sentence explicitly states that the sister-in-law contacted Amanda ""because she wanted to catch up."" The pronoun ""she"" pragmatically refers to the sister-in-law, as she is the one initiating the contact. The referent is unambiguous, and no missing components or subjective interpretations are involved."
897,1061,In which year did the british shift india's capital from calcutta to delhi?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-documented historical event — the British administrative decision to shift India's capital from Calcutta to Delhi — and asks for the exact year of this transition. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
898,941,Which amendment provides the foundation for states rights?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a clear, factual reference to a specific constitutional amendment (the 10th Amendment) that explicitly reserves powers to the states. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
899,956,What is the dog's name on inspector gadget?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-known animated series, ""Inspector Gadget,"" and asks for the name of the dog character, which is a specific, unambiguous detail. The referent is clear, the scope is factual, and no missing components or subjective criteria are involved."
900,1067,Who plays 2pac mom in all eyez on me?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific character (""2pac mom"") in the 2017 film *All Eyez on Me*, which is a well-documented biographical movie about Tupac Shakur. The character is explicitly tied to the film’s narrative, and the actor playing the role is a known factual detail. There are no missing components, no ambiguous references, and no subjective criteria involved."
901,1865,"Matthew told Joshua that he missed the client.
Who missed the client?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to the subject of the main clause, Matthew, as the one who missed the client. The sentence structure and context make the referent unambiguous, with no missing components or subjective interpretations required."
902,1429,"List the seven episode titles from the seventh season of ""Game of Thrones"" in broadcast order.",fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a specific, well-documented TV series (Game of Thrones) and a specific season (seventh), asking for a factual, ordered list of episode titles. The referent is unambiguous, the scope is precise, and no subjective or interpretive components are involved."
903,993,How many 10 cards are in a deck of 52 cards?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a factual, standardized count of cards in a standard 52-card deck. The referent is clear (a standard deck), the scope is precise (number of ""10"" cards), and the answer is derived from the fixed structure of a standard playing card deck. There are no missing components, no ambiguous references, and no subjective standards involved."
904,1879,"Matthew pinged Joshua because he was seeking advice.
Who was seeking advice?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to the subject of the main clause (Matthew), as the action (pinging) is performed by Matthew. The sentence structure clearly indicates that Matthew initiated the action (pinging) to seek advice, making the referent unambiguous. There are no missing components, no ambiguous references, and no subjective interpretations required."
905,1694,"Matthew wrote Joshua a short poem before he invited him to compose an original verse.
Who invited him to compose an original verse?",fully specified,CLAMBER,fully specified,"This question is fully specified because the sentence explicitly states that Matthew wrote the poem and then invited Joshua to compose an original verse. The referents are clear, the sequence of actions is unambiguous, and no missing components or subjective interpretations are involved. The pronoun ""he"" clearly refers to Matthew, and ""him"" refers to Joshua, making the answer directly derivable from the text."
906,2211,"Who is a cast member on the Netflix series ""Lupin""?",fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly refers to the Netflix series ""Lupin"" and asks for the factual identity of a cast member, which is a well-defined group of actors. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
907,1531,Think of five quirky marketing slogans for a new Fashion Brand TV campaign. It must be a little arrogant and sharp.,fully specified,CLAMBER,underspecified,"The request is underspecified because it lacks details about the brand’s identity, target audience, or specific tone for the ""arrogant and sharp"" slogans. Without knowing the brand’s positioning (e.g., luxury, streetwear, minimalist), the slogans could vary widely in style and intent. Additionally, ""quirky"" is subjective and could mean different things depending on cultural or contextual preferences."
908,959,Where is the descending aorta located in the mediastinum?,fully specified,CLAMBER,fully specified,"This question is fully specified because it asks for a precise anatomical fact: the location of the descending aorta within the mediastinum. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The anatomical structure is well-defined, and the question does not require multiple perspectives or interpretations."
909,1918,"Matthew told Joshua that he tolerated the client.
Who tolerated the client?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “he” pragmatically refers to Matthew, the subject of the main clause, as the action of tolerating the client is attributed to the person who initiated the statement. The sentence structure and contextual cues resolve the ambiguity without requiring additional clarification. The referent is unambiguous, and no missing components or subjective interpretations are involved."
910,1134,Who was the union general who burned a path of destruction through georgia?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-documented historical event — the Union general who led the destructive campaign through Georgia during the American Civil War. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is historically clear and does not require multiple perspectives or interpretations."
911,1467,"Categorize each of the following as a golf term or soccer term: slice, nutmeg, goal, stroke, putt, drive, tackle, striker.",fully specified,CLAMBER,fully specified,"This question is fully specified because it provides a clear list of terms and asks for a straightforward categorization into two distinct domains (golf or soccer). Each term has a well-defined association with one of the sports, and there is no ambiguity in the referents or missing components. The request is factually grounded and does not require subjective interpretation or multiple perspectives."
912,1199,"Write a beautiful bedtime 5 paragraph story for a 4 years old. The outline of the story is: a small boy, named Jonny goes on an adventure with his family.",fully specified,CLAMBER,fully specified,"This request is fully specified because it provides a clear, structured outline for a children's story (5 paragraphs, 4-year-old audience, character named Jonny, family adventure theme). The scope, target audience, and narrative framework are explicitly defined, with no missing components or ambiguous referents. The task is actionable and does not require subjective interpretation or additional contextual assumptions."
913,1854,"Melissa told Jennifer that the father-in-law inspired her.
Who did the father-in-law inspire?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “her” pragmatically refers to Jennifer, the person who was told by Melissa that the father-in-law inspired her. The semantic structure of the sentence clearly identifies Jennifer as the recipient of the inspiration, with no ambiguity or missing components. The referent is unambiguous, and the question does not require subjective interpretation or multiple perspectives."
914,957,Who wrote the song up on cripple creek?,fully specified,CLAMBER,fully specified,"This question is fully specified because it refers to a well-known song title (""Up on Cripple Creek"") and asks for the factual identity of the songwriter. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The song is widely recognized, and its author is a well-documented fact."
915,1714,"William told Joshua that the saleswoman surprised him.
Who did the saleswoman surprise?",fully specified,CLAMBER,fully specified,"This question is fully specified because the pronoun “him” in the sentence “the saleswoman surprised him” pragmatically refers to William, the subject of the main clause. The structure of the sentence indicates that William is the one who was surprised by the saleswoman, as he is the one who conveyed the information to Joshua. There is no ambiguity in the referent, no missing components, and no subjective interpretation required."
916,1133,How many seasons did a different world have?,fully specified,CLAMBER,underspecified,"The request is underspecified because the phrase “a different world” is not a clearly defined referent. It could refer to multiple parallel entities (e.g., a fictional series, a game, or a metaphorical concept), and without specifying which one, the question lacks a clear target. The term is too vague to determine the number of seasons associated with it."
917,1143,Who played faramir in lord of the rings movies?,fully specified,CLAMBER,fully specified,"This question is fully specified because it clearly refers to the character Faramir from the well-known Lord of the Rings film series and asks for the factual identity of the actor. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
