,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
701,What was the pseudonym of author John Griffith Chaney?,odql_11035,"['john griffith chaney', 'love of life story', 'útek zo zlatej krajiny', 'london jack', 'john griffith london', '“to man on trail”', 'jack london biography', 'jack london', 'jack london s', 'blaine winchester']",fully specified,fully specified,"This question is fully specified because it directly refers to a specific author (John Griffith Chaney) and asks for the pseudonym associated with him. The referent is unambiguous, and the request is factually grounded. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Jack London'],1,1.0
702,Published in 2013 who wrote the novel 'The Kill List'?,sfq_18225,"['frederick forsyth cbe', 'frederick forsyth', 'fred forsyth', 'art of matter', 'freddie forsyth', 'veteran book']",fully specified,fully specified,"This question is fully specified because it refers to a specific novel (""The Kill List"") and its publication year (2013), which together uniquely identify the work. The request is factual, with no missing components, no ambiguous references, and no subjective criteria. The author is a well-known, unambiguous figure in literature.",['Frederick Forsyth'],1,1.0
703,In which European city was the 1968 Eurovision Song Contest held?,qb_4801,"['london uk', 'london united kingdom', 'londra', 'london greater london', 'climate in london', 'metropolis', 'united kingdom london', 'un locode gblon', 'london england united kingdom', 'london great britain', 'london', 'london on thames', 'capital of uk', 'londyn', 'gblon', 'climate of london', 'wongdon', 'london england', 'weather in london', 'londonshire', 'lundunir', 'london england uk', 'england london', 'londonize', 'londonise', 'london area', 'southwest london', 'lundúnir', 'london s', 'londontown', 'llundain', 'london u k', 'lodnon', 'capital of england', 'london weather', 'capital of united kingdom', 'london britain', 'lundein']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event (the 1968 Eurovision Song Contest) and asks for the exact location (a European city), which is a well-documented factual answer. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['London'],1,1.0
704,In yachting how many crew are there in the Flying Dutchman class,bt_2504,"['2', 'two']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined sailing class (the Flying Dutchman) and asks for the standard number of crew members required for that class. The referent is unambiguous, and the request is factual, with no ambiguity or missing components. The answer is based on established sailing class rules, which are publicly documented.",['2'],1,1.0
705,To which order of monks does or did Pope Francis belong?,odql_4495,"['jesuit order', 'jesuit generals prior to suppression', 'black robes', 'jesuit priests', 'jesus society of', 'history of 1773 1814 jesuits', 'jesuit missionaries', 'jesuit priest', 'societas jesus', 'societas jesu', 'history of 1814 1912 jesuits', 'us assistancy', 'society of jesuits', 'jesuit vocation', 'jesuit apologetic', 'order of jesuits', 'jesuites', 'jesuits in canada', 'jesuit', 'brothers of society of jesus', 'jesuit missionary', 'societas iesu', 'jesuit brothers', 'history of pre 1750 jesuits', 'jesuits', 'compania de jesus', 'society of jesus', 'company of jesus', 'fathers of society of jesus', 'jesuit society', 'compañía de jesús', 'loyolites', 'jezuit society']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined individual (Pope Francis) and asks for the specific religious order he belongs to, which is a factual and unambiguous question. There are no missing components, no ambiguous references, no competing perspectives, and no subjective standards involved.",['Society of Jesus (Jesuits)'],0,0.8571428571
706,In which year was the Royal British Legion founded?,odql_4299,"['1921', 'one thousand nine hundred and twenty one']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined historical organization (the Royal British Legion) and asks for a specific factual date of its founding. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['1921'],1,1.0
707,"In Japan, what is a hibachi used for?",bb_596,"['cooking methods', 'cookery', 'par cooked', 'cooked', 'hot food', 'cooking appliances', 'cooking ingredient', 'home cooked', 'cuisiner', 'par cooking', 'home cooking', 'food heating', 'cookin', 'history of cooking', 'home cook', '🍳', 'cooking', 'par cook']",fully specified,fully specified,"This question is fully specified because it clearly refers to the traditional Japanese hibachi (a type of iron griddle or grill) and asks for its purpose within Japanese cultural or culinary context. The referent is unambiguous, and the scope is factual, with no missing components or subjective interpretations. The term ""hibachi"" in Japan is well-defined in its traditional use for cooking and serving food, particularly in restaurants.",['A hibachi is used as a small heating device or brazier for burning charcoal.'],0,0.1428571429
708,Who was the German mathematician who developed differential calculus independently of Newton in 1675?,odql_7606,"['gottfried von leibniz', 'gottfried wilhelm leibnitz', 'leibnizian', 'baron gottfried wihelm von leibnitz', 'gottfried wilhem leibniz', 'gottfried liebnitz', 'gottfried wilhelm leibniz', 'gottfried willhem leibniz', 'gottfried wilhelm baron leibnitz', 'g w von leibniz', 'explication de l arithmetique binaire', 'g w leibniz', 'leibnitzians', 'gottfried wilhelm von leibniz', 'gottfried wilhelm von leibnitz', 'gottfried willhelm baron leibnitz', 'leibnizianism', 'godefroi guillaume leibnitz', 'baron gottfried wilhelm leibnitz', 'baron gottfried wilhelm von leibniz', 'explication de l arithmétique binaire', 'g g leibnitz', 'godefroy guillaume leibnitz', 'baron g w von leibniz', 'gottfried wilhelm baron leibniz', 'liebniz', 'leibniz system of', 'system of leibniz', 'leibniz', 'gottfried willhelm baron leibniz', 'baron gottfried wilhelm von leibnitz', 'gottfriedleibniz', 'gottfried leibnitz', 'gotffried wilhelm leibniz', 'von leibniz', 'baron gottfried wilhelm leibniz', 'gottfried wilhelm von liebnitz', 'gottfried leibniz', 'gottfried von leibnitz']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the German mathematician Gottfried Wilhelm Leibniz, who developed calculus independently of Isaac Newton in the late 17th century. The referent is unambiguous, the scope is factual, and the question does not require subjective interpretation or missing components.",['Gottfried Wilhelm Leibniz'],1,1.0
709,Who scored the most goals in the 2012/13 English Premier League season?,qw_13384,"['v persie', 'rvp', 'van persey', 'robin van persie', 'persie', 'van persie']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined sports event (the 2012/13 English Premier League season) and asks for a factual, objective statistic (the player with the most goals). The referent is unambiguous, the scope is precise, and no subjective criteria or multiple perspectives are involved.",['Robin van Persie'],1,1.0
710,In which English city would you find the district of Gosforth?,wh_451,"['newcastle usa', 'newcastle england', 'newcastle', 'novocastrian', 'new castle', 'newcastle england disambiguation', 'newcastle disambiguation', 'newcastle city', 'newcastle uk parliament constituency']",fully specified,fully specified,"This question is fully specified because it clearly refers to a specific geographic location (Gosforth) within the United Kingdom and asks for the city in which it is located. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Newcastle upon Tyne'],0,0.5
711,"In the US television show ‘The Sopranos’, what is the name of Tony Soprano’s psychiatrist?",qb_8151,"['dr melfi', 'jennifer melfi', 'dr jennifer melfi']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined character (Tony Soprano) and a specific role (psychiatrist) within a well-known TV series (The Sopranos). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is a factual, widely recognized detail from the show's storyline.",['Dr. Jennifer Melfi'],1,1.0
712,What is Kenny's last name on the animated TV series South Park?,qg_2678,"['mccormick disambiguation', 'mccormick', 'mccormack disambiguation']",fully specified,fully specified,"This question is fully specified because it unambiguously refers to the character Kenny from the well-known animated series *South Park* and asks for his last name, which is a factual and directly identifiable detail. There are no missing components, no referential ambiguity, and no subjective criteria involved.",['McCormick'],1,1.0
713,How is the number ten written in Roman numerals?,qb_5701,"['ｘ', 'ⓧ', '🆇', '🅇', '🅧', '🄧', 'x', '⒳', 'x letter']",fully specified,fully specified,"This question is fully specified because it asks for a clear, factual conversion of the number ten into its standard Roman numeral representation. The referent (the number ten) is unambiguous, the scope (Roman numerals) is well-defined, and no subjective standards or missing components are involved.",['X'],1,1.0
714,'Sir Oliver Martext' is avicar in which of Shakespeare's comedies?,odql_2050,"['oliver martext', 'martext', 'sir oliver martext', 'silvius fictional character', 'mar text', 'sir oliver mar text', 'as you like it', 'oliver mar text', 'ducdame']",fully specified,fully specified,"This question is fully specified because it refers to a specific character (Sir Oliver Martext) and role (avicar) in a well-known Shakespearean comedy. The referent is unambiguous, and the play in question is clearly identified through the character's association with the term ""avicar"" and the context of Shakespeare's comedies. There are no missing components, no ambiguous references, and no subjective criteria involved.",['As You Like It'],1,1.0
715,Rolf Harris recorded a 1964 single calling for which member of The Beatles ‘For President’?,qb_7797,"['richard henry parkin starkey jr', 'richard starrkey', 'richie snare', 'richard starkey jr', 'ringo star', '22ringo 22', 'ringo starkey', 'starr ringo', 'richard starkey', 'ringo', 'ringo film', 'ringo starr', 'beatle ringo', 'richard starky']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event: Rolf Harris's 1964 song ""For President,"" which humorously called for John Lennon of The Beatles to be president. The referent is unambiguous, the scope is factual, and no missing components or subjective interpretations are involved.",['Ringo Starr'],1,1.0
716,"What is Nashville's famous university in Tennessee US, named after the shipping and railroad magnate nicknamed Commodore?",bb_216,"['vanderbuilt university', 'vandy taal', 'vanderbilt university']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Cornelius Vanderbilt, nicknamed ""Commodore"") and a well-known university in Nashville, Tennessee (Vanderbilt University). The referent is unambiguous, the scope is clear, and the question does not require subjective interpretation or missing components.",['Vanderbilt University'],1,1.0
717,What is the name of Beethoven's only opera?,sfq_901,"['leonore no 2', 'leonore', 'leonore ii', 'leonore no 3', 'fidelio opus 72c beethoven', 'fidelio', 'leonora overtures', 'leonore overture no 1', 'leonore overture no 3', 'leonore overture no 2', 'leonore no 1', 'leonore i', 'leonore iii']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: Beethoven's only opera, which is universally recognized as ""Fidelio."" The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Fidelio'],1,1.0
718,Which constituency does William Hague represent?,qf_3456,"['richmond', 'richmond quebec electoral district', 'richmond australia', 'richmond electoral district', 'richmond england', 'richmond usa', 'richmond nova scotia electoral district', 'richmond disambiguation', 'electoral district of richmond']",fully specified,fully specified,"This question is fully specified because it refers to a specific individual (William Hague) and asks for the factual constituency he represents. While the answer depends on his current political status, the referent is unambiguous, and the question is grounded in a clear, factual context. The answer would be based on his official parliamentary record, even if he is no longer a current MP.",['William Hague represented the Richmond constituency in North Yorkshire before retiring from politics in 2015.'],0,0.1333333333
719,"""Which writer's first works were gathered into a series of short stories called """"Plain Tales From The Hills"""" in the 1880s?""",sfq_23341,"['ruyard kipling', 'rudyard kipling', 'kiplingian', 'r kipling', 'joseph rudyard kipling', 'bard of empire', 'kipling rudyard', 'rudy kipling', 'kipling', 'kiplingesque', 'rudyard kipling author', 'kipling society', 'kipling joseph rudyard']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented literary work (""Plain Tales From The Hills"") and its author (Rudyard Kipling), with a clear temporal context (1880s). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Rudyard Kipling'],1,1.0
720,"What is the name of the Japanese dish of bite-sized pieces of raw fish served with dipping sauces, vegetables and wasabi?",qb_2712,"['sashimi', 'sushimi', 'sasimi', '刺身']",fully specified,fully specified,"This question is fully specified because it describes a well-known Japanese dish with clear defining characteristics: small raw fish pieces, rice, wasabi, and dipping sauces. The referent is unambiguous, and the description aligns with the standard definition of *nigiri sushi*, a traditional Japanese dish. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Sashimi'],1,1.0
721,From which European country does Limburger cheese originate?,bb_7107,"['cockpit of europe', 'koninkrijk belgie', 'königreich belgien', 'belgië', 'begium', 'konigreich belgien', 'belgie', 'quebec of europe', 'belgio', 'iso 3166 1 be', 'administrative divisions of belgium', 'belgium facts', 'koninkrijk belgië', 'belgique', 'belgium', 'beljam', 'kingdom of belgians', 'blegium', 'belguim', 'belgium belgie', 'belgian', 'belgum', 'beldjike', 'royaume de belgique', 'beligum', 'belgien', 'people of belgium', 'kingdom of belgium', 'koenigreich belgien', 'beljum']",fully specified,fully specified,"This question is fully specified because it refers to a well-known cheese (Limburger) and asks for its country of origin, which is a factual, unambiguous piece of information. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Belgium'],1,1.0
722,Who is the valet to 'Phileas Fogg' in the novel 'Around The World In Eighty Days'?,odql_2205,"['passepartout character', 'jean passepartout']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined literary work (""Around the World in Eighty Days"") and a specific character (Phileas Fogg) within it, asking for the factual identity of his valet. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Jean Passepartout'],1,1.0
723,"What profession was Jean-Paul Marat, noted for his involvement in the French Revolution at the end of the 18th century?",qw_14995,"['newspaperman', 'newspaper man', 'news paper men', 'ace reporter', 'newspaper men', 'newspapermen', 'newsmonger', 'press reporter', 'juornalist', 'journalists', 'journos', 'newspaper journalist', 'news paper woman', 'journalist', 'media coverage', 'reporter', 'newsman', 'newswriter', 'news paper women', 'newspaperwomen', 'news reporter', 'news paper man', 'television journalist', 'journo', 'newspaper woman', 'reporters', 'broadcast journalist', 'newspaper reporter', 'media reporter', 'newspaper women', 'political journalists', 'newspaperwoman']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (Jean-Paul Marat) and asks for his primary profession, which is a factual and unambiguous historical classification. The referent is clear, the scope is precise, and no missing components or subjective interpretations are involved.",['Physician'],0,0.0
724,"On Sept 18, 1947, which branch of the US Military became an independent branch, following 40 years under the leadership of the Army?",qg_3229,"['united states of america air force', 'member of united states air force', 'u s airforce', 'united states air force', 'united states air force usaf', 'us airforce', 'america s air force', 'us air force core values', 'us air force', 'u s air force', 'chair force', 'u s f', 'air force of united states', 'united states air force core values', 'recruitment in united states air force', 'american air force', 'air resupply group', 'united states airforce', 'usaf', 'usa air force', 'usa af', 'u s air force special operations school', 'united states air forces']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the establishment of the U.S. Air Force as an independent military branch — on a precise date (September 18, 1947). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['United States Air Force'],1,1.0
725,"Aleph, Beth, Gimel, Daleth are A B C D in which language?",bb_3474,"['history of hebrew language', 'hebrew language phonetics', 'hebrew language morphology', 'עִבְרִית', 'hebrew language grammar', 'hebrew languages', 'ivrit', 'standard hebrew language', 'hebrew pronounciation', 'hebrew language introduction and history', 'idioma hebrew', 'hebr', 'history of hebrew', 'hebrew morphology', 'liturgical hebrew', 'iso 639 he', 'iso 639 heb', 'hebraic', 'hebrew language and literature', 'hebraica', 'hebraic language', 'iwrit', 'hebraicizes', 'hebrew', 'lashon ha kodesh', 'standard hebrew', 'עברית', 'hebrew text', 'hebrew language']",fully specified,fully specified,"This question is fully specified because it refers to the first four letters of the Hebrew alphabet (Aleph, Beth, Gimel, Daleth) and asks for the language in which they correspond to A, B, C, D. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Hebrew'],1,1.0
726,"""Who played Luke Skywalker in the 1977 original """"Star Wars"""" film?""",sfq_11850,"['hamill mark', 'mark hammil', 'mark hammill', 'mark hamill', 'mark hamil', 'marilou york', 'mark richard hamill', 'nathan hamill']",fully specified,fully specified,"This question is fully specified because it clearly refers to the 1977 original *Star Wars* film and asks for the actor who played the character Luke Skywalker. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Mark Hamill'],1,1.0
727,"In which city was Pablo Picasso born, in 1881?",sfq_11959,"['málaga', 'málaga málaga', 'málaga maría zambrano railway station', 'màlaga', 'malaga capital', 'málaga spain', 'pedregalego', 'un locode esagp', 'weather in málaga', 'malaga spain', 'weather in malaga', 'málaga city', 'empresa malagueña de transportes', 'malaga']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact — the birthplace of Pablo Picasso in the year 1881. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Málaga'],1,1.0
728,"""What is the literal meaning of the French expression """"Son et Lumiere""""?""",odql_3465,['sound and light'],fully specified,fully specified,"This question is fully specified because it directly asks for the literal translation of the French phrase ""Son et Lumiere,"" which translates to ""Sound and Light"" in English. The request is clear, unambiguous, and does not require subjective interpretation, missing components, or multiple perspectives.",['Sound and Light'],1,1.0
729,What was the original use of the building which now houses the Tate Modern Art Gallery in London?,sfq_2754,['bankside power station'],fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the Tate Modern Art Gallery in London was originally the Bank of England. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.","['It was originally a power station, the Bankside Power Station.']",0,0.5454545455
730,Which archipelago in the North Sea belonged to Britain until 1990 when ownership passed to Germany?,sfq_15375,"['island of helgoland', 'helgoland power cable', 'helgoland', 'heligoland', 'british heligoland', 'hellgoland', 'british administration of heligoland', 'helgioland']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event involving a well-defined geographical entity (an archipelago in the North Sea) and a clear timeline (until 1990). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Heligoland'],1,1.0
731,"In the human body, what eight letter word is used to describe the purulent inflammation of the gums and tooth sockets often leading to lossening of the teeth ?",wh_2893,"['parodontitis', 'pyorrhea', 'paradentosis', 'paradontosis', 'paradontitis', 'gum disease', 'peridontitis', 'periodontitis']",fully specified,fully specified,"This question is fully specified because it asks for a specific medical term (an eight-letter word) that describes a well-defined condition (purulent inflammation of the gums and tooth sockets leading to loosening of teeth). The referent is clear, the scope is precise, and the question does not require subjective interpretation or missing components.",['Pyorrhea'],1,1.0
732,Who was the first member of the British royal family to lie in state at Westminster Hall?,sfq_20337,"['prince albert edward prince of wales', 'edward vii of scotland', 'albert edward prince of wales', 'albert edward duke of rothesay', 'edward 7', 'king edward vii', 'prince albert edward of united kingdom', 'edward vii of uk', 'edward vii', 'edward vii of england', 'eduard vii', 'prince albert edward duke of rothesay', 'albert prince of wales', 'edward vii of great britain', 'albert edward duke of cornwall', 'albert edward of united kingdom', 'prince albert edward', 'prince albert edward duke of cornwall', 'edward vii of britain', 'edward vii of united kingdom', 'king edward vii of united kingdom']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event involving a well-defined entity (the British royal family) and a precise location (Westminster Hall). The request is factually grounded, with no missing components, no ambiguous references, and no subjective criteria involved. The answer hinges on a known historical fact, making the question unambiguously clear.",['King Edward VII in 1910'],0,0.75
733,Who had a 70s No 1 hit with Let's Do It Again?,tc_678,"['cleotha staples', 'staple singers', 'staples singers']",fully specified,fully specified,"This question is fully specified because it refers to a specific song (""Let's Do It Again"") and a well-defined time period (1970s) to identify the artist who had a No. 1 hit. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['The Staple Singers'],1,1.0
734,"In 1998, which director's Oscar acceptance speech included the line I'm king of the world?",qz_1545,"['list of awards and nominations received by james cameron', 'james cameron', 'james francis cameron']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the 1998 Academy Awards — and asks for the director of the film that won the Best Director Oscar, whose acceptance speech included the iconic line ""I'm king of the world."" The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['James Cameron'],1,1.0
735,Bundes in the German 'Bundesliga' soccer league refers to?,bb_4945,"['federal disambiguation', 'foederals', 'foederal', 'fœderal', 'federal', 'federals', 'fœderals']",fully specified,fully specified,"This question is fully specified because it asks for the definition of the term ""Bundes"" within the context of the German ""Bundesliga"" soccer league. The referent is unambiguous, and the term ""Bundes"" is a well-defined German word meaning ""federal"" or ""federation,"" which directly relates to the league's name. There are no missing components, no ambiguous references, and no subjective standards involved.",['Federal'],1,1.0
736,Las Vegas is situated in which US State?,qf_2136,"['silver state', 'transport in nevada', 'sports in nevada', 'transportation in nevada', '36th state', 'tikaboo valley', 'state of nevada', 'battle born state', 'demographics of nevada', 'sagebrush state', 'nevada state', 'nevada u s state', 'politics of nevada', 'thirty sixth state', 'nevada united states', 'economy of nevada', 'nevadan', 'nevada', 'nev', 'education in nevada', 'nevadian', 'nevada annulment', 'geography of nevada', 'religion in nevada', 'nevada s southern boundary 1861 1867', 'nv state', 'us nv', 'nevada usa', 'climate of nevada', 'navada']",fully specified,fully specified,"This question is fully specified because it asks for a clear, factual geographic fact: the U.S. state in which Las Vegas is located. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Nevada'],1,1.0
737,"In June 1971, who was the first indigenous Australian to become a member of the Parliament of Australia?",qb_6613,"['neville bonner', 'neville thomas bonner', 'neville bonnor']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the first indigenous Australian to be elected to the Australian Parliament in June 1971. The referent is unambiguous, the scope is factual, and the question does not rely on subjective interpretation or missing components. While historical records indicate that no indigenous Australian was elected to the Parliament in 1971, the question is still fully specified as it seeks a factual answer based on a clear, defined time frame and role.",['Neville Bonner'],1,1.0
738,Who voices Donkey in the Shrek series of films?,sfq_23123,"['eddie murphy', 'edward r murphy', 'edward regan murphy', 'eddy murphy', 'fred braughton', 'beverley hills cop iv', 'beverley hills cop 4']",fully specified,fully specified,"This question is fully specified because it clearly refers to the character Donkey in the Shrek film series and asks for the factual identity of the voice actor. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Eddie Murphy'],1,1.0
739,"Name the theatre manager / impresario, who collaborated with Messrs Gilbert and Sullivan, at the Savoy Theatre?",sfq_2,"['richard d oyly carte', 'r d oyly carte']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the theatre manager/impresario at the Savoy Theatre who collaborated with William S. Gilbert and Arthur Sullivan. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","[""Richard D'Oyly Carte""]",0,0.5714285714
740,Who is the presenter of the TV series The School of Hard Sums?,sfq_22100,"['dara o brien', 'craic dealer', 'dara o briain', 'daire o briain', 'dara o brian', 'dara ó briain']",fully specified,fully specified,"This question is fully specified because it refers to a specific TV series (""The School of Hard Sums"") and asks for the factual identity of its presenter. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Dara Ó Briain'],1,1.0
741,The national opera company Opera North is based in which English city?,qb_6748,"['higher education in leeds', 'st margarets primary school', 'leeds', 'leeds west yorkshire', 'leeds – bradford uk', 'st margarets school', 'shakespeare primary school', 'leodensian', 'leodis', 'un locode gblba', 'city of leeds transport area', 'leeds uk', 'knightsbridge of north', 'leeds england', 'weather in leeds', 'leeds yorkshire', 'st margaret s primary school horsforth']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined organization (Opera North) and asks for a factual geographic location (city) in England. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Leeds'],1,1.0
742,Who won the 1952 US Presidential election?,sfq_10035,"['dwight eisenhauer', 'dwight eisenhower', 'dwight eisienhower', 'dwight d eisenhower', 'general dwight david eisenhower', 'general eisenhower', 'eisenhower dwight', 'd eisenhower', 'eisenhower', 'david d eisenhower', 'd d eisenhower', '34th president of united states', 'general of army dwight eisenhower', 'dwight e eisenhower', 'dweight eisenhower', 'ike nickname', 'dwight eisenhour', 'dwight david eisenhower', 'health issues of dwight d eisenhower', 'david jacob eisenhower', 'david dwight eisenhower', 'eisehower', 'eishenhower', 'ike eisenhower', 'dynamic conservatism', 'general dwight eisenhower', 'president dwight d eisenhower', 'president dwight eisenhower', 'president eisenhower']",fully specified,fully specified,"This question is fully specified because it asks for a clear, historical fact — the winner of the 1952 U.S. Presidential election. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is well-documented and does not require interpretation or additional context.",['Dwight D. Eisenhower'],1,1.0
743,Which was the longest moon landing?,tc_2218,"['apollo xvii', 'apollo17', 'apollo 17']",fully specified,fully specified,"This question is fully specified because it asks for a factual historical record — the longest duration of a moon landing, which refers to the Apollo missions. The referent is unambiguous, the scope is clear, and the request does not involve subjective interpretation or missing components.","['Apollo 17, lasting 75 hours on the lunar surface.']",0,0.4
744,The wine ‘Bull’s Blood’ of Eger is produced in which country?,qb_2902,"['hungery', 'hungarian republic', 'hungary', 'hungría', 'hongrie', 'magyar köztársaság', 'hungarian holidays', 'magyar koeztarsasag', 'hungray', 'ungheria', 'maďarsko', 'hongarije', 'ungarn', 'austrian empire hungary', 'republic of hungary', 'iso 3166 1 hu', 'hungarian republic of 1989', 'magyar koztarsasag', 'magyarország', 'architecture of hungary', 'magyarorszag']",fully specified,fully specified,"This question is fully specified because it refers to a specific wine (Bull’s Blood) from a well-defined region (Eger) and asks for the country of origin. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Hungary'],1,1.0
745,What play was President Lincoln watching the night he was assassinated in 1865?,sfq_10619,"['our american cousin', 'sockdologizing']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the assassination of President Abraham Lincoln on April 14, 1865 — and asks for the exact play he was watching at the time. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is a well-documented historical fact.",['Our American Cousin'],1,1.0
746,"For a point each, name the 4 countries surrounding Belgium.",qg_2818,['france germany luxembourg and netherlands'],fully specified,fully specified,"This question is fully specified because it clearly refers to the four neighboring countries of Belgium, a well-defined geographical fact. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","['France', 'Germany', 'Netherlands', 'Luxembourg']",0,0.33333333330000003
747,In which 1956 film did actress Gina Lollobrigida make her debut in American films?,qb_9599,"['aerial art', 'trapeze artist', 'trapese', 'trapeze', 'swinging trapeze']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the 1956 film in which Gina Lollobrigida made her debut in American cinema. The referent is unambiguous, the scope is precise (1956 film), and the request does not involve subjective interpretation, missing components, or multiple perspectives. The answer is factually grounded and does not require additional clarification.",['Trapeze'],1,1.0
748,"Which element, atomic number 15, has the symbol 'P'?",odql_5514,"['phospho', 'element 15', 'phosphorus in biological systems', 'phosphorus compounds', 'phosphorus chemical element', 'phosphorus', 'p32 isotope', 'red phosphorous', '32p', 'phosporus', 'fosforus']",fully specified,fully specified,"This question is fully specified because it directly references a well-defined scientific fact: the element with atomic number 15 and the symbol ""P"" is phosphorus. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Phosphorus'],1,1.0
749,Which organisation awards the Dickin Medal?,odql_9487,"['pdsa disambiguation', 'pdsa']",fully specified,fully specified,"This question is fully specified because it asks for a factual, well-defined awarding organization — the Dickin Medal Foundation — which is a recognized entity that bestows the Dickin Medal. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","[""People's Dispensary for Sick Animals (PDSA)""]",0,0.2857142857
750,"""What does the word """"fine"""" mean on sheet music?""",qw_11376,"['end', 'end band', 'end single', 'end song', 'end book', 'end television', 'end album', 'end disambiguation', 'end film']",fully specified,fully specified,"The question is fully specified because it asks for the standard musical terminology meaning of the word ""fine"" in the context of sheet music. The term ""fine"" has a well-defined and universally recognized meaning in musical notation, referring to the end of a section or the conclusion of a piece, often used in the context of musical forms like sonata or in directions such as ""al fine."" There are no missing components, no ambiguous references, and no subjective interpretations required.",['It indicates the end of a piece or section of music.'],0,0.2
751,"""The song """"If I Ruled The World"""" comes from which musical?""",sfq_5372,"['pickwick disambiguation', 'pickwick']",fully specified,fully specified,"This question is fully specified because it refers to a well-known song (""If I Ruled the World"") and asks for the specific musical it originates from. The referent is unambiguous, and the request is factually grounded without missing components or subjective criteria.",['Pickwick'],1,1.0
752,"Composite, Shield and Cinder Cone are all types of what?",qb_919,"['volcanicity', 'volcanoes', 'volcanoe', 'most active volcano', 'volcanoe facts', 'extinct volcanoes', 'active volcano', 'volcanic', '🌋', 'potentially active volcano', 'extinct volcano', 'volcanos', 'rift volcano', 'valcanos', 'erupting volcano', 'dormant volcanoes', 'dormant volcano', 'all about volcanos', 'volcanic mountains', 'volcano eruption', 'crater row', 'volcanic vents', 'volcanic vent', 'volcanic activity', 'last eruption', 'volcano geological landform', 'active worlds in solar system', 'valcano', 'volcano', 'most active volcanoes', 'inactive volcano', 'erupt', 'volcanic mountain', 'volcanic aerosols']",fully specified,fully specified,"This question is fully specified because it asks for a clear geological classification that categorizes the three terms (Composite, Shield, and Cinder Cone) as specific types of volcanic landforms. The referents are unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Volcanoes'],1,1.0
